"id","country","publication_date","source","source_type","headline"
1974,"Germany","2008-01-25","Frankfurter Rundschau","Print","Nachrichten"
1975,"Sweden","2004-03-19","Expressen","Print","Högerns haveri"
1976,"Spain","2016-12-26","El Pais","Print","La UE deporta al 36% de migrantes con orden de expulsión"
1977,"Sweden","2002-02-10","Expressen","Print","Flyktingar ska jobba. Val 2002. PM Nilsson"
1978,"Spain","2008-03-17","El Pais","Print","El 'top manta' en una galería"
1979,"UK","2012-12-18","telegraph.co.uk","Online","Threat of right wing fanatics is growing warns Home Secretary;
The threat of an Anders Breivik style right wing attack in the UK is growing,
the Home Secretary signalled yesterday."
1980,"UK","2017-09-30","telegraph.co.uk","Online","Racists nearly killed Ukip this week, but we live to fight our most important
battle"
1981,"Spain","2005-03-29","El Pais","Print","La regularizacion de inmigrantes por parentesco pasa de siete a 104.000 en cinco
anos"
1982,"Poland","2015-11-19","Rzeczpospolita","Print","Zderzenie z rzeczywistością"
1983,"Sweden","2015-10-10","Dagens Industri","Print","Rustar för flyktingkris"
1984,"Spain","2012-11-15","El Mundo","Print","La apuesta por la reforma migratoria"
1985,"UK","2014-10-24","Daily Mirror","Print","BRUSSELS TELLS UK: STUMP UP AN EXTRA £1.7BN;
Cameron's EU promises in ruins as France gets a £790m rebate"
1986,"Hungary","2013-12-31","Magyar Hirlap","Print","Nyomásgyakorlás David Cameronra"
1987,"Romania","2015-10-19","Ziarul Financiar","Print","Candidata înjunghiată de un extremist care se opune imigranţilor a câştigat alegerile în Koln"
1988,"Romania","2016-10-04","Ziarul Financiar","Print","Guvernul ungar, hotărât să înainteze către Parlament propunerea de amendament constituţional-oficial"
1989,"UK","2016-04-25","mirror.co.uk","Online","May's Day in the battle for Brexit: The Mirror Politics morning briefing;
This is the Mirror Politics Morning Newsletter, a brief guide to today's
political events. Sign up to get it in your inbox"
1990,"Germany","2015-04-16","Spiegel Online","Online","Einwanderer sterben bei Krawallen - Hunderte fliehen;"
1991,"UK","2016-05-17","mirror.co.uk","Online","The BBC replaced a Eurovision tribute to refugees with a clip of Mel Giedroyc
eating meatballs;
A Syrian refugee has spoken of his shock that the BBC chose to ignore a dance
about refugees in favour of a sketch about meatballs"
1992,"Spain","2007-09-17","ABC","Print","Casi cien inmigrantes en una oleada de pateras por toda la costa andaluza Los
desembarcos se han registrado en Cádiz, Málaga, Granada y Almería _ Entre los
llegados a Cádiz había dos niños, uno de ellos un bebé de pocos meses"
1993,"Sweden","2015-10-24","Svenska Dagbladet","Print","48"
1994,"Spain","2015-01-13","ABC","Print","Merkel, a los islamófobos:«El islam es parte de Alemania»;
Pegida reúne a miles de personas en Dresde con el mensaje del miedo al musulmán"
1995,"Spain","2000-05-10","El Pais","Print","CASTELLON NECESITA CUBRIR EMPLEOS CON INMIGRANTES"
1996,"Romania","2016-09-28","Ziarul Financiar","Print","Un solicitant de azil , împuşcat mortal de Poliţie, într-un cămin pentru refugiaţi din Berlin"
1997,"Germany","2006-02-21","Frankfurter Rundschau","Print","Monsieur 220 Volt   ;
Immer noch anschlussfähig: Charles Aznavour, mittlerweile letzter Vertreter des
alten Chanson-Adels des 20. Jahrhunderts, in der Alten Oper"
1998,"Romania","2004-04-08","Ziarul Financiar","Print","Migraţia în masă după extinderea UE este improbabilă"
1999,"Poland","2016-06-27","Rzeczpospolita","Print","Wielkie oczekiwanie i szukanie walizek"
2000,"Poland","2014-06-25","Rzeczpospolita","Print","Sikorski dobija Camerona"
2001,"Spain","2006-08-22","El Pais","Print","La Guardia Civil patrullará la costa de Senegal para frenar la ola de
inmigrantes"
2002,"Poland","2005-11-08","Gazeta Wyborcza","Print","Ucieczka lekarzy z najuboższych krajów"
2003,"UK","2015-03-31","telegraph.co.uk","Online","11 'illegal immigrants from Syria' caught on M20 in Kent;
Police say the suspected illegal immigrants were arrested close to the turn-off
for the Eurotunnel at Folkestone"
2004,"Hungary","2016-12-30","Magyar Hirlap","Print","Elengedték Amri feltételezett cinkosát"
2005,"Spain","2001-05-16","El Pais","Print","LOS ABOGADOS PROTESTAN TRAS SER ACUSADOS POR ONG DE NO REBAJAR TASAS A
INMIGRANTES"
2006,"Hungary","2016-07-09","Nepszabadsag","Print","Sakálokkal menekülnek és sokan odavesznek"
2007,"Romania","2015-09-10","Romania Libera","Print","Propunerea INEDITĂ a unui eurodeputat: Sediul PE din Strasbourg, adăpost pentru imigranţi"
2008,"Hungary","2016-09-26","Nepszava","Print","Orbánt becsapta az Unió"
2009,"Germany","2015-08-25","Welt Online","Online","Völkerwanderung;
Flüchtlinge sollten gerade in den deutschen Osten"
2010,"Germany","2015-05-19","Frankfurter Rundschau","Print","Wo der Rassismus gedeiht"
2011,"Poland","2015-12-14","Rzeczpospolita","Print","Kraków - miasto literatury"
2012,"Spain","2007-12-26","ABC","Print","Frontex: Europa se involucra en la búsqueda de soluciones a la inmigración"
2013,"Hungary","2016-03-11","Magyar Hirlap","Print","Megelőző intézkedés a válsághelyzet"
2014,"Poland","2017-07-17","Gazeta Wyborcza","Print","Polska też utopiła przynajmniej jednego uchodźcę"
2015,"Spain","2003-10-03","El Pais","Print","DETENIDOS 168 INMIGRANTES EN CANARIAS."
2016,"Romania","2004-05-06","Ziarul Financiar","Print","Şi democraţii americani se gândesc la emigranţi"
2017,"Hungary","2015-10-24","Nepszabadsag","Print","Őszi remény"
2018,"Sweden","2016-01-05","Expressen","Print","K-G Bergström: Går till historien som svekets dag"
2019,"Sweden","2016-10-30","Aftonbladet","Print","Mellin: Åkessons hot går inte att missförstå"
2020,"Germany","2016-11-09","taz","Print","Agentur: Auswärtiges Amt: Wir bieten Asyl;
TÜRKEI Die Bundesregierung versichert  allen kritischen Geistern  in der Türkei
ihre Solidarität"
2021,"Romania","2014-03-31","Romania Libera","Print","Magnatul rus Hodorkovski a primit drept de rezidenţă în Elveţia"
2022,"Hungary","2016-02-27","Magyar Hirlap","Print","Putyin: Nem az orosz légicsapások idézték elő a menekültválságot"
2023,"UK","2010-12-22","The Daily Telegraph","Print","Businesses seek guidance over migrant workers cap"
2024,"Poland","2017-10-07","Gazeta Wyborcza","Print","Nie używajcie różańca jako pałki do walki z innymi religiami"
2025,"Hungary","2017-11-18","Magyar Idök","Print","Orbán Viktor: Működik a magyar modell"
2026,"Poland","2009-06-25","Gazeta Wyborcza","Print","Lech: limit obcokrajowców nie ma sensu"
2027,"Hungary","2017-05-31","Nepszava","Print","Embertelen rabság a menekülttáborokban"
2028,"Poland","2009-06-24","Gazeta Wyborcza","Print","Lechia: czterech obcokrajowców na testach"
2029,"Poland","2009-04-15","Rzeczpospolita","Print","W skrócie"
2030,"Poland","2007-07-27","Gazeta Wyborcza","Print","Polacy jeszcze poczekają na zniesienie wiz do USA"
2031,"Spain","2003-07-30","El Pais","Print","SLOBODAN MILACIC Profesor de Derecho Constitucional Las politicas de
inmigracion son un poco caoticas"
2032,"Poland","2011-08-22","Gazeta Wyborcza","Print","Nie mam do was żalu"
2033,"Spain","2000-04-30","El Pais","Print","LOS INMIGRANTES ENCERRADOS EN ALMERIA ANUNCIAN UNA HUELGA DE HAMBRE CC OO Y UGT
CONVOCAN MANANA UNA MANIFESTACION"
2034,"Germany","2015-10-10","taz","Print","Das Gefühl, an unseren Grenzen zu sein, wird instrumentalisiert ;
In Bremen haben wir am vergangen"
2035,"Poland","2008-02-19","Gazeta Wyborcza","Print","Dz: Rząd zachęci emigrantów do powrotu"
2036,"Poland","2006-01-06","Gazeta Wyborcza","Print","Niemcy opuszczają Niemcy"
2037,"Romania","2015-10-16","Evenimentul Zilei","Print","Preşedintele PE, Martin Schulz, după întâlnirea cu Iohannis: Am avut în sfârşit privilegiul să discut în germană cu un şef de stat"
2038,"Germany","2015-05-27","taz","Print","Flüchtlinge aus Vietnam abgewiesen;
AUSTRALIEN"
2039,"Sweden","2017-01-25","Expressen","Print","Lotta Gröning: Varför är det så svårt att visa solidaritet?"
2040,"UK","2011-02-22","Metro","Print","71% of under 24s fear immigration"
2041,"Poland","2006-06-25","Gazeta Wyborcza","Print","Aaron Spelling nie żyje"
2042,"Spain","2007-10-29","ABC","Print","Los inmigrantes, progresiva mano de obra cualificada"
2043,"Germany","2002-03-14","taz","Print","Türchen auf, Türchen zu. 8 Tage bis zur Abstimmung;
Rhetorischer Rückzug"
2044,"Spain","2015-08-27","El Pais","Print","Trump ofrece horror, la utopía de un país blanco"
2045,"Sweden","2008-12-31","Expressen","Print","Migrationsverket vill utvisa 10-åring till Palestina"
2046,"Hungary","2015-12-18","Nepszava","Print","Helyreáll-e az egység"
2047,"Spain","2004-02-02","El Pais","Print","Lejos de las pateras"
2048,"Romania","2016-04-08","Romania Libera","Print","Bărbat arestat pentru că a transportat şi călăuzit opt imigranţi din Serbia în România"
2049,"UK","2015-11-30","The Guardian","Print","James Horwill: 'If Eddie Jones is upset you know about it';
James Horwill, the former Australia captain who turns out for Harlequins at
Exeter on Saturday, recalls his days playing under England's new coach"
2050,"Spain","2008-02-10","El Pais","Print","La asignatura de la diversidad"
2051,"Poland","2017-01-31","Rzeczpospolita","Print","Gęste sito na polskiej granicy"
2052,"Hungary","2017-12-08","Nepszava","Print","Orbánék nehéz napja Brüsszelben"
2053,"Hungary","2017-07-11","Magyar Hirlap","Print","Izrael is keményen bírálja Sorost"
2054,"Hungary","2013-09-20","Nepszava","Print","Ellehetetlenítik a menekülteket"
2055,"Germany","2017-06-09","Frankfurter Rundschau","Print","Zentren entlasten"
2056,"UK","2016-10-10","Daily Mirror","Print","Tories axe foreign workers 'shame' list"
2057,"Poland","2017-10-17","Rzeczpospolita","Print","Deportacje i inne komplikacje"
2058,"UK","2017-07-13","The Daily Telegraph","Print","This German property company offers growth and income - in euros;
Questor Trust Bargains Richard Dyson Questor Follow the Money Job creation, more
immigration and a growing appetite for home ownership will continue to drive
returns"
2059,"Romania","2016-03-09","Ziarul Financiar","Print","Macedonia şi-a închis graniţa pentru imigranţii clandestini - poliţie"
2060,"UK","2016-06-07","telegraph.co.uk","Online","Nine-month-old migrant baby taken into care by Italian couple after being
orphaned in Mediterranean crossing"
2061,"Sweden","2016-08-24","Svenska Dagbladet","Print","Skiner solen över Harpsund i dag?"
2062,"Hungary","2017-05-18","Magyar Hirlap","Print","Nemzetközi misszió indul a migráció megfékezésére"
2063,"UK","2016-05-04","mirror.co.uk","Online","David Cameron finally U-turns on bid to accept stranded child refugees who've
reached Europe;
The Prime Minister confirmed he will no longer oppose the plan after he was
condemned for putting this country to shame"
2064,"UK","2006-11-07","The Guardian","Print","Ethiopias top judge to seek asylum in UK Britain"
2065,"Sweden","2016-03-16","Dagens Nyheter","Print","Asylpolitiken. Regeringen har tappat känslan för barns rättigheter"
2066,"UK","2014-08-13","Metro","Print","50 REFUGEES CLAMBER ON TO COPTER MADE TO CARRY 15"
2067,"Romania","2015-03-06","Romania Libera","Print","O întâmplare mai puțin cunoscută din timpul vizitei lui Iohannis în Germania"
2068,"Sweden","2000-03-04","Svenska Dagbladet","Print","Bussbolag åtalat för olaga diskriminering"
2069,"UK","2011-10-25","telegraph.co.uk","Online","It's gloves off for Perry and Romney"
2070,"Sweden","2015-09-29","Expressen","Print","15-åringen dog av företagets slarv"
2071,"Germany","2017-03-17","Welt Online","Online","Nordkirche;
bessere Familienzusammenführung für Flüchtlinge"
2072,"Poland","2004-05-24","Gazeta Wyborcza","Print","Imam zaskarży Polskę"
2073,"Hungary","2017-03-02","Magyar Idök","Print","Bezárják a kiskapukat"
2074,"Spain","2003-08-18","El Pais","Print","Dos buceadores hallan el cadaver de un inmigrante en Tarifa"
2075,"Romania","2017-03-20","Romania Libera","Print","Peste 100 de cetățeni străini au încălcat legile privind imigrația , în prima jumătate a lunii martie"
2076,"UK","2013-04-19","telegraph.co.uk","Online","Egypt's remaining Jews gather to bury one of their own;
A handful of Egypt's dwindling Jewish population, mostly elderly women, gathered
at a restored synagogue in Cairo on Thursday for the funeral of the community's
elected leader."
2077,"Sweden","2015-10-20","Dagens Nyheter","Print","Flyktingboenden blir hemliga"
2078,"Poland","2009-02-11","Rzeczpospolita","Print","Nacjonalizm ekonomiczny wkracza do Polski"
2079,"Poland","2016-08-22","Rzeczpospolita","Print","W skrócie"
2080,"Sweden","2005-06-24","Dagens Nyheter","Print","Glass - en salt historia"
2081,"UK","2015-03-17","telegraph.co.uk","Online","Vanuatu cyclone death toll rises to 24;
One-week old baby and four foreigners - aboard yachts in Port Vila harbour -
among the dead as families begin salvaging belongings"
2082,"Poland","2016-02-03","Gazeta Wyborcza","Print","Jak osłabić Unię"
2083,"Sweden","2003-05-30","Dagens Nyheter","Print","Stöd ska öppna arbetsmarknaden"
2084,"Hungary","2016-06-06","Magyar Hirlap","Print","Holland építészek szerint egy mesterséges sziget lehet a migránsválság megoldása"
2085,"Germany","2009-10-25","Spiegel Online","Online","Wer über Sex spricht, bekommt die Peitsche"
2086,"Romania","2014-11-26","Romania Libera","Print","Papa Francisc a transmis, în Parlamentul European, un mesaj tuturor cetățenilor Europei"
2087,"UK","2002-02-27","Daily Mirror","Print","64 BIRTH CERTS OF REFUGEE SMUGGLER"
2088,"Romania","2016-01-20","Romania Libera","Print","Cum va gestiona MAI o situaţie de criză în domeniul imigraţiei"
2089,"UK","2015-09-09","mirror.co.uk","Online","JK Rowling's epic Twitter comeback for follower who criticised her over refugee
crisis comments;
A Twitter follower made a churlish remark to the Harry Potter author over the
refugee crisis and she shot back with a legendary piece of sarcasm"
2090,"Hungary","2017-10-02","Nepszava","Print","Választások után újra nyit a kötvénybolt"
2091,"Hungary","2016-08-26","Nepszava","Print","Országos plakátáradat"
2092,"UK","2015-07-29","telegraph.co.uk","Online","Calais crisis: New deal to send migrants home to Africa;
Theresa May says Britain and France will work on new scheme to remove would-be
illegal immigrants from Calais to West Africa, as she announces £7m extra for
security at Eurotunnel terminal"
2093,"Spain","2006-04-21","El Mundo","Print","Extorsionadores de inmigrantes."
2094,"Hungary","2015-12-22","Nepszabadsag","Print","Mindenhol velünk van a háború"
2095,"Romania","2017-01-25","Ziarul Financiar","Print","Donald Trump se pregăteşte să limiteze intrările imigranţilor în SUA"
2096,"Poland","2014-07-31","Rzeczpospolita","Print","Zaszkodziły mu banany"
2097,"Poland","2015-02-05","Gazeta Wyborcza","Print","Szwedzi będą wysyłać uchodźców na Daleką Północ"
2098,"Germany","2017-11-16","Welt Online","Online","Schleuser setzen 25 Flüchtlinge auf Autobahn aus"
2099,"Romania","2013-05-07","Ziarul Financiar","Print","Românii, pe locul 2 în topul străinilor care au plecat în 2012 în Germania, într-un an în care migraţia a atins un nivel record"
2100,"Hungary","2016-05-07","Nepszabadsag","Print","Ösztönösen nézett farkasszemet a menetelő neonácikkal"
2101,"Germany","2017-01-18","Welt Online","Online","Rund 340 Millionen Euro für Betreuung von Flüchtlingen"
2102,"Sweden","2015-09-24","Dagens Nyheter","Print","Stark kritik mot mässans Ungerntema"
2103,"Poland","2015-12-03","Rzeczpospolita","Print","Kolędy intymne"
2104,"Romania","2008-05-29","Ziarul Financiar","Print","Comanescu pleaca in Italia pentru a discuta despre imigrantii romani"
2105,"Germany","2016-03-15","taz","Print","Agentur: Verband fordert bessere Ausstattung;
flüchtlinge &amp; büchereien"
2106,"Romania","2016-07-29","Ziarul Financiar","Print","Premierul Slovaciei: Riscul de noi atacuri teroriste rămâne ridicat din cauza migraţiei necontrolate"
2107,"Romania","2013-04-30","Ziarul Financiar","Print","Condiţii mai stricte pentru lucrătorii străini temporari în Canada"
2108,"Spain","2015-09-14","El Pais","Print","La UE intenta restablecer la unidad interna sobre las cuotas"
