"id","country","publication_date","source","source_type","headline"
968,"Germany","2013-01-04","taz","Print","Hungern im Seitenschiff für das Recht zu bleiben;
ÖSTERREICH Dutzende Asylbewerber protestieren mit einem Camp in der Wiener
Votivkirche für eine angemessene Behandlung"
969,"Germany","2015-05-05","Welt Online","Online","Polizei;
Zahl der Einsätze in Flüchtlingsheimen steigt"
970,"Spain","2006-08-22","El Mundo","Print","EL DRAMA DE LA INMIGRACION.
Un pesquero convence a una barcaza para que vuelva a Mauritania."
971,"Germany","2017-06-07","Welt Online","Online","Viadrina-Preis für Deutsch-Polnische Schulbuchkommission"
972,"Spain","2009-01-21","ABC","Print","La mayoría de los cayucos parten de Mauritania hacia las Islas, según el
dispositivo Frontex El año pasado, la vigilancia en la costa africana consiguió
abortar el 42 por ciento de las tentativas de la inmigración clandestina"
973,"Germany","2012-07-20","Frankfurter Rundschau","Print","Hektik im Sozialdezernat;
Stadt sagt mehr Geld für Flüchtlinge pünktlich zum 1. August zu"
974,"Germany","2007-03-16","taz","Print","Stellt Flüchtlinge ein;
BISCHÖFIN APPELLIERT"
975,"UK","2014-12-11","telegraph.co.uk","Online","Rome mafia scandal broadens to 'Ndrangheta in southern Italy;
Two alleged members of the 'Ndrangheta mafia arrested under investigation into
links between criminals and Italian politicians"
976,"UK","2015-12-16","The Daily Telegraph","Print","It is Nato - not the EU - that keeps Britain safe;
Europhile scaremongers claim Brexit will harm our security, but Brussels has now
become a hindrance"
977,"UK","2016-06-03","telegraph.co.uk","Online","Michelle Obama tells Donald Trump in rare political speech: 'In America we don't
build walls'"
978,"Spain","2015-06-22","El Pais","Print","Entre mesas camilla y salones árabes"
979,"UK","2012-01-19","Daily Mirror","Print","STOWAWAYS GROUNDED;
IMMIGRATION"
980,"Spain","2009-02-08","El Pais","Print","Dimite el alcalde de Santa Fe por una investigación policial"
981,"UK","2017-10-24","The Guardian","Print","The Guardian view on universities and Brexit: culture wars;
Chris Heaton-Harris's demand to know who was teaching what on the EU ratchets up
the gap in the post-referendum tribal divide"
982,"Germany","2016-10-31","Welt Online","Online","Syrischer Asylbewerber muss als Flüchtling anerkannt werden"
983,"Germany","2011-12-09","taz","Print","Nachruf auf die Menschheit;
KLIMAWANDEL In Durban macht sich die Welt gerade Gedanken übers Klima. Na und?
Warum die Tea Party unsere letzte Hoffnung ist, grün eine nette Religion und die
Deutschen nicht auf den Mars auswandern müssen"
984,"Germany","2011-05-03","taz","Print","Türkei stellt sich auf Aufnahme ein;
SYRISCHE FLÜCHTLINGE"
985,"Spain","2001-02-19","El Pais","Print","FRANCIA ACUSA A LAS MAFIAS IRAQUIES Y TURCAS DEL ABANDONO DE LOS KURDOS EN LA
COSTA AZUL;
 LA POLICIA TIENE IDENTIFICADOS AL CAPITAN Y AL ARMADOR DEL CARGUERO, QUE ESTAN
HUIDOS"
986,"Spain","2007-09-27","El Pais","Print","Un tribunal ordena cerrar un mes un 'piso patera' por el trajín de inquilinos y
ruidos"
987,"Germany","2004-01-05","taz","Print","Verletzungen leicht beschönigt;
Als seien sie nie gefragt worden: Hamburger aus der ersten Generation türkischer
Einwanderer erzählen in dem jüngst erschienenen Band gekommen und geblieben.
Deutsch-türkische Lebensgeschichten ihre Biographie. Fazit: Schiere Not war
nicht der einzige Grund, Vertrautes zu verlassen"
988,"UK","2017-03-17","The Guardian","Print","Goa murder: 245 tourists died in four local districts in past 12 years;
Relatives of foreigners whose deaths were classified as natural or accidental
say some cases could be the result of foul play"
989,"Spain","2004-10-12","El Mundo","Print","IU se opone a crear campamentos para inmigrantes 'ilegales' en Africa."
990,"Germany","2012-09-25","Frankfurter Rundschau","Print","Migranten in die Wehr;
Florstadt Fachtagung der Führungskräfte"
991,"Germany","2015-09-16","Spiegel Online","Online","Opfer der tretenden Kamerafrau bekommt Job in Spanien;"
992,"UK","2016-12-19","The Guardian","Print","Aleppo refugees reach safety after being held at government checkpoint;
Civilian evacuations resume after buses attacked and burned while people left in
freezing conditions with little food and water"
993,"Spain","2016-02-20","ABC","Print","Turquía falta a la cita de Bruselas y siembra inquietud entre los receptores de
refugiados;
Donald Tusk ruega a los gobiernos de la UE que no tomen «medidas unilaterales»"
994,"UK","2017-09-14","telegraph.co.uk","Online","Emma Thompson urges Aung San Suu Kyi to restore peace in Burma"
995,"Spain","2016-10-03","El Pais","Print","Prioridad al control de la inmigración frente al mercado único"
996,"UK","2015-09-06","telegraph.co.uk","Online","Police officer who found Syrian toddler: 'I prayed he was still alive';
Sgt Mehmet Ciplak speaks for first time about finding Aylan Kurdi's lifeless
body on beach near Bodrum"
997,"Spain","2005-10-05","El Pais","Print","Una nueva barrera de metal protegera las fronteras de Ceuta y Melilla"
998,"Spain","2015-11-16","ABC","Print","Socios fiables, objetivos comunes"
999,"Germany","2012-03-26","Spiegel Online","Online","Gebürtige Irakerin stirbt nach Prügelangriff"
1000,"UK","2014-02-20","The Guardian","Print","UK launches £2m project in Greece to send back migrants"
1001,"UK","2012-06-28","telegraph.co.uk","Online","We make up the law as we go along, admits Britain's new Euro-judge"
1002,"UK","2014-01-06","The Daily Telegraph","Print","Robinson: BBC made 'terrible mistake' ignoring immigration concerns"
1003,"UK","2014-05-13","telegraph.co.uk","Online","British asian Ukip youth leader quits 'racist' and 'terrifying' Ukip;
Sanya-Jeet Thandi, who defended her support of Ukip on Channel Four news, says
the party is now appealing to 'stupidity of ignorant anti-immigrant voters for
electoral gain'"
1004,"UK","2015-10-14","Daily Mirror","Print","Minister: I'm not revealing refugee stats"
1005,"UK","2016-03-02","The Guardian","Print","Nato commander: Isis 'spreading like cancer' among refugees;
Philip Breedlove says refugees are 'masking the movement' of terrorists, but
human rights groups disagree: 'We are talking about needles in haystacks'"
1006,"Spain","2017-03-17","El Pais","Print","Un niño no es nunca un inmigrante, por definición"
1007,"Spain","2003-01-03","El Mundo","Print","SOCIEDAD / INFORME DE LA SINDICATURA.
El Govern no encuentra familias que acojan a menores magrebies.
Pese a haber 442 solicitudes de adopcion en 2001, de 41 inmigrantes ninguno fue
acogido."
1008,"UK","2003-09-30","Daily Mirror","Print","LIFE JAIL FOR REFUGEE: KILLED BY DAD FOR BEING TOO WESTERN"
1009,"UK","2016-05-25","The Guardian","Print","Barnaby Joyce links live export ban to increase in asylum seeker boats;
Deputy PM uses regional leaders' debate to suggest Indonesian government allowed
people smuggling after Gillard government banned export of live cattle"
1010,"Germany","2016-05-12","ZEIT Online","Online","Merkel rechtfertigt Türkei-Deal mit geretteten Menschenleben;
Die Kanzlerin ist nach wie vor der Meinung, dass das EU-Türkei-Abkommen in der
Flüchtlingskrise notwendig war. Die Opposition kritisiert den dreckigen Deal."
1011,"Germany","2017-03-08","ZEIT Online","Online","Erster US-Bundesstaat will gegen neues Einreiseverbot klagen;
Donald Trump hat sein Einreiseverbot überarbeitet. Doch auch über die neue
Version wird vor Gericht gestritten werden. Hawaii hat bereits eine Klage
vorbereitet."
1012,"UK","2012-09-04","The Guardian","Print","G2: Women: What should Cameron do?: Can a cabinet reshuffle improve this
government's 'scandalous' record on women? Jane Martinson asks leading feminist
thinkers"
1013,"UK","2005-08-02","Daily Mirror","Print","WAR ON BRITAIN: DEAL ON SECURITY"
1014,"UK","2015-08-30","The Guardian","Print","We deride them as 'migrants'. Why not call them people?;
The term is badly tarnished after years of abuse by those who seek to strip
refugees of their humanity"
1015,"Germany","2006-08-15","Spiegel Online","Online","Israel bereitet Abzug aus Südlibanon vor"
1016,"Spain","2015-11-11","El Mundo","Print","Lo deseable es que Londres siga en la UE, pero no a cualquier precio"
1017,"Spain","2008-05-23","ABC","Print","Otros siete menores extranjeros son trasladados a la Península La derivación es
fruto de acuerdos con ong _ 7 de cada 10 han ido a Castilla y León"
1018,"Spain","2010-01-25","ABC","Print","El PP defiende la inmigración legal"
1019,"Germany","2004-04-15","Frankfurter Rundschau","Print","STREITKULTUR"
1020,"UK","2013-09-25","Metro","Print","£720k seized from woman who used illegal workers"
1021,"UK","2016-12-05","Metro","Print","Boris: Brexit WILL give us large sums back for NHS"
1022,"UK","2013-08-08","The Guardian","Print","Calls to boycott Winter Olympics over laws 'that treat gays as Hitler did Jews':
Fry attacks Russia in open letter to IOC and Cameron Sochi 2014 Games 'akin to
Berlin Olympics' of 1936"
1023,"UK","2013-03-29","telegraph.co.uk","Online","MPs want immigrant ban to save British jobs;
Britain should be able to block immigration from other EU countries during the
current period of high unemployment, according to a group of influential MPs."
1024,"Spain","2007-07-07","ABC","Print","Burgos acoge el primer Encuentro de Inmigrantes de Castilla y León"
1025,"Spain","2001-04-20","El Pais","Print","EL BUQUE 'NEGRERO' ZARPO DE DAKAR 15 DIAS ANTES DE LLEGAR A TENERIFE;
  LOS INMIGRANTES PAGARON MAS DE 160.000 PESETAS POR LA TRAVESIA"
1026,"Germany","2007-09-13","taz","Print","EU will Abschiebe-Haft verlängern"
1027,"Spain","2017-03-14","El Pais","Print","Turquía amenaza a la UE y acusa a Merkel de apoyar a los terroristas"
1028,"Germany","2017-06-29","Frankfurter Rundschau","Print","Project Shelter bald ohne Räume"
1029,"UK","2005-04-18","The Daily Telegraph","Print","Land of hope and glory"
1030,"Germany","2003-07-03","taz","Print","Gesetz wandert Ausschuss zu"
1031,"UK","2015-08-12","telegraph.co.uk","Online","Greece sends riot police to crisis-hit Aegean island;
For a second day, police on Kos struggled to keep control of hundreds of
refugees penned into an old football stadium, waiting to receive official travel
documents"
1032,"Spain","2002-08-27","El Mundo","Print","Desarticulada una red internacional de inmigracion ilegal."
1033,"Spain","2016-04-07","ABC","Print","Drástico descenso del número de refugiados llegados a Grecia;
Ayer tan solo 68 inmigrantes alcanzaron territorio heleno; el martes lo hicieron
225"
1034,"Spain","2010-08-19","El Pais","Print","La defensora del pueblo cree inútil que los inmigrantes hablen catalán"
1035,"Spain","2008-05-23","ABC","Print","Crisis con Italia Lecciones de inmigración"
1036,"Spain","2014-04-13","ABC","Print","«Yo compartiría con Mas un yogur y muchas copas de cava»;
«Tenemos que abordar procesos de diálogo para que las aguas vuelvan a su cauce»"
1037,"Spain","2001-08-17","El Pais","Print","EL PSOE DEFIENDE UNA REFORMA DE LA LEY ELECTORAL PARA QUE EL VOTO DE LA
EMIGRACION SEA DIRECTO, LIBRE Y SECRETO"
1038,"UK","2013-04-25","The Daily Telegraph","Print","Immigration count 'could be out by 50pc'"
1039,"UK","2010-12-16","The Guardian","Print","Reply: Letter: Positive messages from Luton"
1040,"UK","2015-08-22","telegraph.co.uk","Online","Migrants clash with police on Macedonia border;
Chaotic scenes as migrants push through a Macedonian police line to reach
Gevgelija, where many take trains to the border with Serbia"
1041,"UK","2011-05-26","The Guardian","Print","Arab uprisings: Tunisians burn and loot UN camp full of Libyan war refugees:
Migrants who escaped fighting are left without shelter as resentment boils over"
1042,"Germany","2009-05-13","taz","Print","Zur Einbürgerung ins Kanzleramt;
INTEGRATION Angela Merkel überreicht zum ersten Mal Migranten feierlich ihre
Einbürgerungsurkunden. Reine Symbolpolitik, schimpft die Opposition"
1043,"Spain","2004-10-22","El Pais","Print","El Gobierno niega que los inmigrantes tengan mas acceso a viviendas oficiales"
1044,"UK","2007-11-17","The Daily Telegraph","Print","DVD REVIEWS"
1045,"UK","2006-05-27","The Daily Telegraph","Print","Visitors to US face security upgrade airport delays"
1046,"UK","2015-08-13","telegraph.co.uk","Online","Stuff the countryside - London is the best place on earth to raise a family;
Don't move to the country if you want to raise a well-educated, sober and
streetwise kid"
1047,"Germany","2017-05-31","Frankfurter Rundschau","Print","Dreieinhalb Jahre"
1048,"Germany","2001-07-23","Die Welt","Print","Polizei weist 15-jährigen Dealer aus der Stadt"
1049,"Spain","2007-08-08","El Pais","Print","La llegada de inmigrantes por mar cae un 55% tras el refuerzo de controles
fronterizo s"
1050,"Spain","2001-12-10","El Pais","Print","INTENSA BUSQUEDA EN CANARIAS DE 7 MAGREBIES DADOS POR DESAPARECIDOS"
1051,"UK","2016-06-17","The Guardian","Print","Manus refugee allegedly assaulted by guards while having breakdown needs help,
friends say;
Thirty-year-old Iranian refugee was forcibly removed from the detention centre
after being found naked, yelling and distressed"
1052,"Germany","2002-04-20","Die Welt","Print","Prozess um Anschlag in Boizenburg acht Jahre verschleppt"
1053,"Germany","2013-07-17","taz","Print","Das Problem kennen wir;
VERDRÄNGUNG Nach Ausschreitungen zwischen Jugendlichen und Polizei hat Hüsein
Göktas den Dialog mit den Beamten gesucht. Ein Gespräch über die gefühlte
Vertreibung"
1054,"UK","2013-04-26","telegraph.co.uk","Online","Ukip criticised over cloud cuckoo views of candidates;
Racism is just ethnic banter, vigilantes should be allowed to kill paedophiles
and Londoners should wear face masks to protect themselves from Eastern
Europeans, some of Ukip's local election candidates have suggested."
1055,"Germany","2007-04-30","taz","Print","Drei Tote auf Überfahrt;
FLÜCHTLINGE VOR KANAREN"
1056,"UK","2017-10-01","mirror.co.uk","Online","Man charged with Edmonton terror attack after knifeman drove into officer is
named;
Abdulahi Hasan Sharif, 30, a Somali refugee, is charged with five counts of
attempted murder after he allegedly stabbed a police officer and ran down
several pedestrians"
1057,"Germany","2013-04-26","Frankfurter Rundschau","Print","Verbindungen nach Berlin;
Kanadischer Terrorverdächtiger fürchtete in Deutschland angeblich um sein Leben"
1058,"Spain","2009-02-05","El Pais","Print","España y Argentina acuerdan dejar votar a sus inmigrantes"
1059,"Spain","2016-03-01","ABC","Print","Un refugio sin salida"
1060,"UK","2017-01-29","telegraph.co.uk","Online","Anger and anxiety at Muslim travel ban as relatives and protesters gather at
airports across the country"
1061,"Spain","2004-09-15","El Pais","Print","Detenidos 59 'sin papeles' que trabajaban sin contrato y vivian en contenedores"
1062,"Germany","2008-09-30","Frankfurter Rundschau","Print","Homogenität wird vorgegaukelt;
Zu: Auf Deutschland nicht anwendbar, FR-Feuilleton vom 27.9."
1063,"Germany","2016-09-17","taz","Print","Auch Clubgänger haben die Wahl;
Andreas Hartmann fragt sich, was die AfD wohl im Berghain treiben würde"
