"id","country","publication_date","source","source_type","headline","headline_mt","m_fr_eco","m_fr_lab","m_fr_wel","m_fr_sec"
1508,"Germany","2016-01-19","Welt Online","Online","Bürgerinitiativen;
Volksentscheid zu Flüchtlingen ist eine Option","Citizens' initiatives;
 Referendum on refugees is an option",0,0,1,0
1509,"Spain","2008-02-10","ABC","Print","Si los inmigrantes votaran","If immigrants vote",0,0,0,0
1510,"UK","2015-08-24","telegraph.co.uk","Online","France train attack: Belgium calls for review of Schengen visa-free travel zone;","France train attack: Belgium calls for review of Schengen visa-free travel zone;",1,0,1,1
1511,"Romania","2004-06-03","Ziarul Financiar","Print","Extrema-dreaptă vrea un bloc puternic în Parlamentul European","Extremely right wants a strong bloc in the European Parliament",0,0,0,0
1512,"Poland","2005-11-02","Gazeta Wyborcza","Print","Francja: wciąż niespokojnie pod Paryżem","France: still restlessly near Paris",0,0,1,1
1513,"Germany","2005-07-08","taz","Print","Datenschutz verhindert Integration;
Da ist mal Geld da, und dann kanns nicht ausgegeben werden: Die
Wohlfahrtsverbände können trotz vorhandener Mittel Migranten nicht beraten -
denn sie finden sie erst gar nicht: Das Stadtamt rückt ihre Daten nicht heraus","Privacy prevents integration;
There is money there, and then it can not be spent: The
Welfare associations can not advise migrants despite existing funds -
because they do not even find it: The city office does not move their data out",0,1,1,0
1514,"Spain","2007-05-26","El Pais","Print","Potenciar la red de primera acogida para inmigrantes","Strengthen the first reception network for immigrants",0,0,0,0
1515,"UK","2000-04-05","Daily Mirror","Print","MASSACRE ALGERIAN SEEKS ASYLUM HERE","MASSACRE ALGERIAN SEEKS ASYLUM HERE",0,0,1,1
1516,"Germany","2016-01-20","Welt Online","Online","Flüchtlingskrise;
Deutschland nimmt mehr Flüchtlinge auf als ganz Osteuropa","Refugee crisis;
Germany absorbs more refugees than all of Eastern Europe",0,0,0,1
1517,"Poland","2008-12-30","Rzeczpospolita","Print","Alija","Ali",0,0,0,0
1518,"Spain","2003-05-25","El Pais","Print","Pensiones, emigracion y campana electoral","Pensions, emigration and electoral campaign",1,0,1,0
1519,"UK","2016-01-08","Daily Mirror","Print","Mayor misery for German women after sex attacks","Mayor misery for German women after sex attacks",0,0,0,1
1520,"UK","2017-01-30","telegraph.co.uk","Online","Quebec mosque shooting: One student held over gun attack in mosque which left
six dead","Quebec mosque shooting: One student held over gun attack in mosque which left
six dead",0,0,0,1
1521,"Romania","2015-10-30","Ziarul Financiar","Print","Acuzaţii extrem de dure de la preşedintele Ungariei: Miliardarul Soros vrea să slăbească Europa prin sprijinirea valului de refugiaţi","Extremely tough allegations from the President of Hungary: Billionaire Soros wants to weaken Europe by supporting the wave of refugees",0,0,0,1
1522,"Hungary","2008-06-28","Nepszabadsag","Print","Harminchárom kérdés a német állampolgárságig - Szeptembertől bevezetik a tesztet, de a helyes válaszok önmagukban nem garantálják a sikert","Thirty-three question of nationality - September to introduce the test, but the correct answers by themselves do not guarantee success",0,0,0,0
1523,"Spain","2008-02-06","El Mundo","Print","Un inmigrante fallece al intentar llegar a la Península en los bajos de un
autobús;
El hombre, de 28 años, fue aplastado por una de las ruedas y quedó totalmente
desfigurado","An immigrant dies trying to reach the Peninsula in the lowlands of a
bus;
The man, 28 years old, was crushed by one of the wheels and was totally
disfigured",0,0,0,1
1524,"Sweden","2000-11-03","Aftonbladet","Print","Nu behöver de inte gömma sig","Now they do not have to hide",1,0,0,1
1525,"Hungary","2016-03-25","Magyar Hirlap","Print","Háttéralkut köthetett a polgármester","Background able to conclude a deal by the mayor",0,0,0,1
1526,"Poland","2017-09-11","Rzeczpospolita","Print","Unia środków nadzwyczajnych","Union emergency measures",0,0,0,0
1527,"UK","2004-10-06","Daily Mirror","Print","THE HISTORY MAN;
 PAUL ROUTLEDGE WATCHES AS MICHAEL HOWARD LOSES THE PLOT","THE HISTORY MAN;
 PAUL ROUTLEDGE WATCHES AS MICHAEL HOWARD LOSES THE PLOT",0,0,0,0
1528,"Poland","2004-03-07","Gazeta Wyborcza","Print","Krwawa bitwa w obozach uchodźców w Gazie","A bloody battle in the Gaza refugee camps",0,0,0,0
1529,"Poland","2007-06-15","Rzeczpospolita","Print","Pracę obcokrajowca skontroluje inspektor","The work of a foreigner will check inspector",0,1,0,1
1530,"Germany","2003-06-21","taz","Print","UNHCR vermeldet Erfolgsstory","UNHCR reports success story",0,0,0,0
1531,"Sweden","2001-12-19","Dagens Nyheter","Print","Rasismen ökar inom EU","Rasismen increases within the EU",0,1,0,0
1532,"Germany","2016-07-14","Frankfurter Rundschau","Print","Kritik an Vertrag für Flüchtlingshelfer","Criticism of contract for refugee helpers",1,1,0,0
1533,"Poland","2015-06-19","Gazeta Wyborcza","Print","Pogranicznicy na Facebooku","Frontiers on Facebook",0,0,0,0
1534,"Poland","2013-09-25","Gazeta Wyborcza","Print","Zamach w Nairobi: czy to nowa fala terroryzmu?","Coup in Nairobi: is this a new wave of terrorism?",0,0,0,1
1535,"Sweden","2006-09-05","Dagens Nyheter","Print","1 … flydde i båtar","1 ... fled in boats",0,0,0,0
1536,"UK","2016-01-28","The Guardian","Print","Rights groups criticise Europe refugee resettlement plan;
Dutch Labour leader proposes that resettlement would be in exchange for Turkey
taking back migrants expected to land on Greek shores this year","Rights groups criticise Europe refugee resettlement plan;
Dutch Labour leader proposes that resettlement would be in exchange for Turkey
taking back migrants expected to land on Greek shores this year",0,0,0,0
1537,"Romania","2016-02-29","Ziarul Financiar","Print","Cele mai îngrijorătoare statistici. Numărul de copii înscrişi în preuniversitar a scăzut cu 10% în 5 ani. Din 1990 încoace şcoala românească a pierdut 1,8 milioane de elevi","Most worrying stats. The number of children enrolled in the pre-university fell by 10% in 5 years. Since 1990, the Romanian school has lost 1.8 million pupils",1,1,1,0
1538,"Poland","2015-09-18","Rzeczpospolita","Print","Wywieszenie flagi uważa się za agresję wobec imigrantów","Displaying the flag is considered to be hostile to immigrants",0,1,0,1
1539,"Spain","2015-10-06","ABC","Print","MERKEL Y LA TIRANÍA SENTIMENTAL","MERKEL AND THE SENTIMENTAL TYRANNY",0,0,0,0
1540,"Romania","2017-07-16","Ziarul Financiar","Print","Cei 40 de „ţigani români care au speriat California cu apucăturile lor. „Nu suntem săraci. Vrem azil politic","The 40 gypsies who scared Romanian California with their habits. We are not poor. We asylum policy",0,0,0,0
1541,"Poland","2010-10-06","Rzeczpospolita","Print","Z imigrantami na ulicach sprawdzimy, jak powstaje miasto wielu kultur","With immigrants on the streets we will check how a city of many cultures is created",0,0,0,0
1542,"Spain","2003-11-15","El Pais","Print","Vizcaya creara pisos tutelados para acoger a los menores inmigrantes","Vizcaya will create sheltered apartments to welcome immigrant children",0,0,1,0
1543,"Spain","2015-09-05","El Pais","Print","De una noche para otra, nos quedamos sin nada","From one night to another, we are left with nothing",0,0,0,0
1544,"Spain","2015-09-26","ABC","Print","Abdalá de Jordania informa al Rey sobre los refugiados sirios;
Ban Ki-moon y Don Felipe abordan la Agenda del Desarrollo Sostenible","Abdullah of Jordan informs the King about the Syrian refugees;
Ban Ki-moon and Don Felipe address the Agenda for Sustainable Development",0,0,0,0
1545,"Sweden","2016-01-28","Svenska Dagbladet","Print","Ai Weiwei protesterar mot smyckeslagen","Ai Weiwei protests against the jewelry team",0,0,0,0
1546,"Sweden","2011-01-28","Svenska Dagbladet","Print","Fynd kan ändra bild av tidig emigration","Findings can change the image of early emigration",0,0,0,0
1547,"Romania","2017-08-21","Ziarul Financiar","Print","Pescador cu zeci de migranţi , interceptat de poliţiştii de frontieră români la Mangalia","Pescador with dozens of migrants intercepted by Romanian border guards at Mangalia",0,0,0,0
1548,"Romania","2015-04-21","Ziarul Financiar","Print","România poate cheltui până în 2017 fonduri UE de 3,11 miliarde de euro rămase neutilizate în 2014","Romania can spend EU funds by 2017 3.11 billion Euros unused in 2014",1,0,0,0
1549,"UK","2016-11-10","mirror.co.uk","Online","American offers herself as 'mail-order bride' to any Scotsman willing to help
her flee Donald Trump presidency;
The Californian, known only as Wendlynne, wants to flee to the Highlands as a
mail order bride following the shock election result","American offers herself as 'mail-order bride' to any Scotsman willing to help
her flee Donald Trump presidency;
The Californian, known only as Wendlynne, wants to flee to the Highlands as a
mail order bride following the shock election result",0,1,0,0
1550,"UK","2001-05-18","The Daily Telegraph","Print","Straw's policy on asylum unlawful, rules appeal court","Straw's policy on asylum unlawful, rules appeal court",0,0,0,0
1551,"Poland","2011-05-05","Rzeczpospolita","Print","Strefa Schengen zagrożona z powodu uchodźców z Afryki","The Schengen zone is at risk due to refugees from Africa",0,0,0,1
1552,"UK","2013-08-09","Daily Mirror","Print","UK population goes up by 1,150 EVERY DAY;
63.7m now living here ; Fastest growth in EU","UK population goes up by 1,150 EVERY DAY;
63.7m now living here ; Fastest growth in EU",0,0,0,0
1553,"Germany","2016-03-15","taz","Print","Agentur: Flüchtlinge verlassen Idomeni;
Balkanroute Tausend Migranten suchen alternativen Weg","Agency: Refugees leave Idomeni;
Balkan route Thousand migrants seek alternative route",0,0,1,0
1554,"Spain","2003-06-27","El Mundo","Print","La Liga Norte arrastra al Gobierno italiano hacia la crisis.
Los ministros de Bossi atacan a los de Forza Italia a causa de la inmigracion y
las pensiones.","The Northern League drags the Italian Government into crisis.
The ministers of Bossi attack those of Forza Italia because of immigration and
pensions.",1,0,1,0
1555,"Sweden","2016-01-21","Dagens Industri","Print","Visst har medierna mörkat om SD","Certainly, the media have diminished about SD",0,0,0,0
1556,"Hungary","2017-12-08","Magyar Idök","Print","A szabadságunkat kell megvédeni","The need to protect our freedom",0,0,0,0
1557,"Poland","2011-10-11","Gazeta Wyborcza","Print","Największy eksporter piłkarzy","The largest player exporter",0,1,0,0
1558,"Sweden","2008-03-25","Dagens Nyheter","Print","Migrationsverket vill ändra asylregel","The Swedish Migration Board wants to change the asylum rule",1,1,0,0
1559,"UK","2014-04-27","mirror.co.uk","Online","No poles required: UKIP anti-European Union billboard appears next to camping
advert in seriously bad placement;
This picture was taken of the unfortunate advertising placement of a Go Outdoors
poster in Edinburgh - next to Nigel Farage's party's controversial campaign","No poles required: UKIP anti-European Union billboard appears next to camping
advert in seriously bad placement;
This picture was taken of the unfortunate advertising placement of a Go Outdoors
poster in Edinburgh - next to Nigel Farage's party's controversial campaign",0,1,0,1
1560,"Spain","2008-10-30","ABC","Print","Los vecinos del centro piden mejoras para mayores, niños e inmigrantes","The residents of the center ask for improvements for the elderly, children and immigrants",0,0,1,0
1561,"UK","2015-11-11","telegraph.co.uk","Online","Romanian and Bulgarian workers top 200,000 for first time, say official figures;","Romanian and Bulgarian workers top 200,000 for first time, say official figures;",0,1,1,0
1562,"Hungary","2017-01-03","Magyar Hirlap","Print","Egy német város juttatásokkal visszaélő menedékkérők után nyomoz","A German city benefits abusing asylum seekers investigating",0,0,1,1
1563,"Romania","2013-03-27","Ziarul Financiar","Print","Un imigrant dominican a câştigat 338 de milioane de dolari la loteria din Statele Unite","An immigrant Dominican won 338 million dollars in the lottery in the United States",0,1,0,0
1564,"Hungary","2016-12-05","Magyar Idök","Print","Gyűlöletpere népszerűbbé tette Geert Wilderst","Geert Wilders has made popular hatred Pere",0,0,0,1
1565,"Hungary","2017-06-28","Magyar Hirlap","Print","Életbe lépett a civil törvény","Civil law came into force",0,0,0,0
1566,"Germany","2015-09-24","Frankfurter Rundschau","Print","Flüchtlinge sollen in alte Mensa","Refugees should in old refectory",0,1,1,0
1567,"Hungary","2014-09-16","Nepszabadsag","Print","Ez van a Juncker-pakliban","This is the deck Juncker",0,0,0,0
1568,"Spain","2006-08-22","El Mundo","Print","EL DRAMA DE LA INMIGRACION.
Un pesquero convence a una barcaza para que vuelva a Mauritania.","THE DRAMA OF IMMIGRATION.
A fisherman convinces a barge to return to Mauritania.",0,0,0,1
1569,"UK","2016-01-22","telegraph.co.uk","Online","Don't confuse Donald Trump with America;
Presidential elections are an excuse to laugh at Republicans. But the USA is far
more complex, and conservatism more intelligent, than Europeans realise","Don't confuse Donald Trump with America;
Presidential elections are an excuse to laugh at Republicans. But the USA is far
more complex, and conservatism more intelligent, than Europeans realise",0,0,0,0
1570,"Germany","2017-09-01","Frankfurter Rundschau","Print","Deutscher Pass? Lieber nicht!","German passport? D rather not!",1,1,0,0
1571,"Romania","2016-02-18","Evenimentul Zilei","Print","Migranți marocani prinși pe fâșia verde","Migrant Moroccans caught on green strip",0,0,0,1
1572,"Hungary","2007-12-21","Nepszabadsag","Print","Oktalan félelem? - A kisebb utakra nem engedik rá az autókat Burgenlandban","Irrational fear? - The smaller roads do not allow him the cars in Burgenland",0,1,0,1
1573,"UK","2017-12-17","The Guardian","Print","Brexit deal gives more rights to Irish passport holders, experts say;
Agreement between EU and UK means Northern Ireland born citizens with Irish
passports could enjoy benefits closed to British passport holders","Brexit deal gives more rights to Irish passport holders, experts say;
Agreement between EU and UK means Northern Ireland born citizens with Irish
passports could enjoy benefits closed to British passport holders",0,1,0,0
